Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude,kommune
"Hedevænget 70,  8800 Viborg",https://www.boliga.dk/adresse/hedevaenget-70-8800-viborg-105947411,Villa med 7 værelser,2.495.000 kr.,7,262 m²,1.514 m²,56.467474,9.457855,Viborg Kommune
"Enghaugen 3, Udsholt,  3230 Græsted",https://www.boliga.dk/adresse/enghaugen-3-3230-graested-1702427015,Fritidshus med 3 værelser,2.595.000 kr.,3,50 m²,Ejerudgift: 2.626 kr. / md.,56.103751,12.201932,Gribskov Kommune
"Dærupvej 89, Dærup,  5620 Glamsbjerg",https://www.boliga.dk/adresse/daerupvej-89-5620-glamsbjerg-732771215,Villa med 9 værelser,2.645.000 kr.,9,254 m²,2.680 m²,55.270473,10.076181,Assens Kommune
"Solbrinken 3, Egsmark,  8400 Ebeltoft",https://www.boliga.dk/adresse/solbrinken-3-8400-ebeltoft-1561118462,Fritidshus med 5 værelser,2.695.000 kr.,5,95 m²,Ejerudgift: 2.193 kr. / md.,56.21926,10.682734,Syddjurs Kommune
"Vester Storetoft 32, Sønderho,  6720 Fanø",https://www.boliga.dk/adresse/vester-storetoft-32-6720-fanoe-1777815294,Fritidshus med 5 værelser,2.748.000 kr.,5,98 m²,Ejerudgift: 2.028 kr. / md.,55.351715,8.456298,Fanø Kommune
"Tivoli 20,  5970 Ærøskøbing",https://www.boliga.dk/adresse/tivoli-20-5970-aeroeskoebing-1233282510,Villa med 4 værelser,2.795.000 kr.,4,193 m²,11.403 m²,54.879368,10.40497,Ærø Kommune
"Jordløsevej 1, V Hæsinge,  5672 Broby",https://www.boliga.dk/adresse/jordloesevej-1-5672-broby-1582544391,Villa med 4 værelser,2.795.000 kr.,4,180 m²,4.461 m²,,,
"Munklindevej 52B, Munklinde,  7441 Bording",https://www.boliga.dk/adresse/munklindevej-52b-7441-bording-1136868215,Villa med 4 værelser,2.795.000 kr.,4,167 m²,5.864 m²,56.226455,9.18491,Ikast-Brande Kommune
"Præstø Landevej 51, Blangslev,  4700 Næstved",https://www.boliga.dk/adresse/praestoe-landevej-51-4700-naestved-255553708,Villa med 5 værelser,2.895.000 kr.,5,226 m²,5.296 m²,55.174328,11.8778942,Næstved Kommune
"Akacieparken 18,  7430 Ikast",https://www.boliga.dk/adresse/akacieparken-18-7430-ikast-855099255,Villa med 8 værelser,2.995.000 kr.,8,353 m²,1.610 m²,56.131075,9.158337,Ikast-Brande Kommune
"Ungstrupvej 13, Ungstrup,  8620 Kjellerup",https://www.boliga.dk/adresse/ungstrupvej-13-8620-kjellerup-1903723472,Villa med 4 værelser,2.995.000 kr.,4,204 m²,13.600 m²,,,
"Gludvej 26, Sønderby,  7130 Juelsminde",https://www.boliga.dk/adresse/gludvej-26-7130-juelsminde-1820238786,Villa med 8 værelser,2.995.000 kr.,8,320 m²,9.041 m²,55.781478,10.007686,Hedensted Kommune
"Marienborgvej 5,  8930 Randers NØ",https://www.boliga.dk/adresse/marienborgvej-5-8930-randers-noe-332618148,Villa med 7 værelser,3.295.000 kr.,7,220 m²,1.590 m²,56.473106,10.044536,Randers Kommune
"Nøragervej 4, Foldby,  8382 Hinnerup",https://www.boliga.dk/adresse/noeragervej-4-8382-hinnerup-1362260807,Villa med 6 værelser,3.300.000 kr.,6,219 m²,8.906 m²,,,
"Skovbrynet 6, Asserbo,  3300 Frederiksværk",https://www.boliga.dk/adresse/skovbrynet-6-3300-frederiksvaerk-1118206499,Fritidshus med 7 værelser,3.300.000 kr.,7,137 m²,Ejerudgift: 3.104 kr. / md.,56.003038,11.996739,Halsnæs Kommune
"Gjorslevvej 1,  4660 Store Heddinge",https://www.boliga.dk/adresse/gjorslevvej-1-4660-store-heddinge-941809810,Villa med 6 værelser,3.495.000 kr.,6,250 m²,2.044 m²,55.345114,12.403468,Stevns Kommune
"Østre Strandvej 8, Hasmark Strand,  5450 Otterup",https://www.boliga.dk/adresse/oestre-strandvej-8-5450-otterup-1454307594,Villa med 4 værelser,3.495.000 kr.,4,150 m²,1.683 m²,55.564272,10.457535,Nordfyns Kommune
"Smerupvej 27B, Smerup,  4653 Karise",https://www.boliga.dk/adresse/smerupvej-27b-4653-karise-1139924434,Villa med 5 værelser,3.495.000 kr.,5,199 m²,12.141 m²,55.284793,12.230059,Faxe Kommune
"Frederiksdalvej 27, Kragelund,  8600 Silkeborg",https://www.boliga.dk/adresse/frederiksdalvej-27-8600-silkeborg-1627163877,Landejendom med 4 værelser,3.750.000 kr.,4,120 m²,Ejerudgift: 1.826 kr. / md.,56.199682,9.397982,Silkeborg Kommune
"Engvibevej 11, Yderby Lyng,  4583 Sjællands Odde",https://www.boliga.dk/adresse/engvibevej-11-4583-sjaellands-odde-2011350399,Fritidshus med 6 værelser,3.795.000 kr.,6,130 m²,Ejerudgift: 3.963 kr. / md.,55.99245,11.289482,Odsherred Kommune
"Allerup Bygade 73,  5220 Odense SØ",https://www.boliga.dk/adresse/allerup-bygade-73-5220-odense-soe-1504692674,Landejendom med 6 værelser,3.950.000 kr.,6,244 m²,21.160 m²,55.338582,10.476755,Odense Kommune
"Troldebakken 4,  5560 Aarup",https://www.boliga.dk/adresse/troldebakken-4-5560-aarup-816614864,Villa med 5 værelser,3.995.000 kr.,5,157 m²,1.714 m²,55.372686,10.054569,Assens Kommune
"Ramsvej 8, Ramløse,  3200 Helsinge",https://www.boliga.dk/adresse/ramsvej-8-3200-helsinge-1356730189,Fritidshus med 5 værelser,3.995.000 kr.,5,203 m²,Ejerudgift: 3.429 kr. / md.,56.003271,12.126099,Gribskov Kommune
"Sognevej 54,  5771 Stenstrup",https://www.boliga.dk/adresse/sognevej-54-5771-stenstrup-896884191,Villa med 6 værelser,3.995.000 kr.,6,292 m²,13.857 m²,55.137752,10.512958,Svendborg Kommune
"Peder Munksvej 25,  9850 Hirtshals",https://www.boliga.dk/adresse/peder-munksvej-25-9850-hirtshals-1542578016,Fritidshus med 5 værelser,4.250.000 kr.,5,109 m²,Ejerudgift: 6.257 kr. / md.,57.559216,9.920005,Hjørring Kommune
"Hallingvej 14, Halling,  8300 Odder",https://www.boliga.dk/adresse/hallingvej-14-8300-odder-618852671,Landejendom med 7 værelser,4.395.000 kr.,7,189 m²,80.529 m²,55.924382,10.228663,Odder Kommune
"Borupvej 30, Snekkerup,  4140 Borup",https://www.boliga.dk/adresse/borupvej-30-4140-borup-1102933532,Villa med 10 værelser,4.395.000 kr.,10,327 m²,29.841 m²,55.504048,11.896378,Ringsted Kommune
"Strølillevej 40, Sigerslevøster,  3600 Frederikssund",https://www.boliga.dk/adresse/stroelillevej-40-3600-frederikssund-1765380767,Villa med 10 værelser,4.495.000 kr.,10,441 m²,1.591 m²,55.883479,12.121134,Hillerød Kommune
"Damgårdsvej 32, Markeslev,  4300 Holbæk",https://www.boliga.dk/adresse/damgaardsvej-32-4300-holbaek-706747652,Fritidshus med 4 værelser,4.595.000 kr.,4,130 m²,Ejerudgift: 2.832 kr. / md.,55.73689,11.716389,Holbæk Kommune
"Skovmøllevej 17,  5881 Skårup Fyn",https://www.boliga.dk/adresse/skovmoellevej-17-5881-skaarup-fyn-1281922203,Villa med 10 værelser,4.995.000 kr.,10,415 m²,19.901 m²,55.080092,10.686534,Svendborg Kommune
"Rusgårds Bakke 15, Vigersted,  4100 Ringsted",https://www.boliga.dk/adresse/rusgaards-bakke-15-4100-ringsted-1210388720,Villa med 8 værelser,5.495.000 kr.,8,280 m²,22.902 m²,55.486138,11.876595,Ringsted Kommune
"Hafavej 53, Søndervig,  6950 Ringkøbing",https://www.boliga.dk/adresse/hafavej-53-6950-ringkoebing-553145664,Fritidshus med 4 værelser,5.750.000 kr.,4,120 m²,Ejerudgift: 4.767 kr. / md.,56.127958,8.111938,Ringkøbing-Skjern Kommune
"Lyngsletten 16,  6857 Blåvand",https://www.boliga.dk/adresse/lyngsletten-16-6857-blaavand-799080174,Fritidshus med 5 værelser,5.750.000 kr.,5,167 m²,Ejerudgift: 5.406 kr. / md.,55.553893,8.128272,Varde Kommune
"Åstrupvej 26,  8930 Randers NØ",https://www.boliga.dk/adresse/aastrupvej-26-8930-randers-noe-1070202967,Landejendom med 7 værelser,5.900.000 kr.,7,269 m²,84.612 m²,56.520513,10.193754,Randers Kommune
"Bjergvej 17,  3450 Allerød",https://www.boliga.dk/adresse/bjergvej-17-3450-alleroed-902829810,Villa med 7 værelser,6.495.000 kr.,7,213 m²,5.353 m²,55.848388,12.333971,Allerød Kommune
"Præstemarksvej 3,  4241 Vemmelev",https://www.boliga.dk/adresse/praestemarksvej-3-4241-vemmelev-2023351974,Landejendom med 4 værelser,6.500.000 kr.,4,184 m²,67.140 m²,55.359032,11.268661,Slagelse Kommune
"Marsvej 17,  3300 Frederiksværk",https://www.boliga.dk/adresse/marsvej-17-3300-frederiksvaerk-2035855394,Fritidshus med 4 værelser,6.950.000 kr.,4,152 m²,Ejerudgift: 4.581 kr. / md.,55.942787,12.027718,Halsnæs Kommune
"Kalvebodvej 270, Blandet bolig/erhverv,  2791 Dragør",https://www.boliga.dk/adresse/kalvebodvej-270-2791-dragoer-1542313299,Villa med 8 værelser,6.995.000 kr.,8,317 m²,4.891 m²,,,
"Dalby Møllevej 7C, Dalby,  6000 Kolding",https://www.boliga.dk/adresse/dalby-moellevej-7c-6000-kolding-1322000708,Villa med 7 værelser,6.995.000 kr.,7,262 m²,1.743 m²,55.471077,9.513256,Kolding Kommune
"Trelde Næsvej 245B, Trelde Sande,  7000 Fredericia",https://www.boliga.dk/adresse/trelde-naesvej-245b-7000-fredericia-1114883515,Villa med 4 værelser,7.000.000 kr.,4,109 m²,1.682 m²,55.62738,9.816659,Fredericia Kommune
"Mågevej 5, Smidstrup,  3250 Gilleleje",https://www.boliga.dk/adresse/maagevej-5-3250-gilleleje-369839162,Fritidshus med 4 værelser,7.500.000 kr.,4,87 m²,Ejerudgift: 3.915 kr. / md.,56.116247,12.232535,Gribskov Kommune
"Sørupvej 36B, Sørup,  3480 Fredensborg",https://www.boliga.dk/adresse/soerupvej-36b-3480-fredensborg-1284808084,Villa med 6 værelser,7.850.000 kr.,6,267 m²,1.704 m²,55.97276,12.373563,Fredensborg Kommune
"Nr. Bjertvej 155,  6000 Kolding",https://www.boliga.dk/adresse/nr-bjertvej-155-6000-kolding-1736286404,Landejendom med 6 værelser,8.250.000 kr.,6,200 m²,182.793 m²,55.527046,9.555952,Kolding Kommune
"Alpedalsvej 125,  6000 Kolding",https://www.boliga.dk/adresse/alpedalsvej-125-6000-kolding-1579390754,Villa med 10 værelser,8.495.000 kr.,10,289 m²,56.789 m²,55.503957,9.427468,Kolding Kommune
"Fulden Byvej 2, Fulden,  8330 Beder",https://www.boliga.dk/adresse/fulden-byvej-2-8330-beder-1479212435,Villa med 10 værelser,8.998.000 kr.,10,286 m²,3.910 m²,56.074305,10.220876,Aarhus Kommune
"Birkebakken 82,  3460 Birkerød",https://www.boliga.dk/adresse/birkebakken-82-3460-birkeroed-1580876384,Villa med 6 værelser,11.995.000 kr.,6,198 m²,1.607 m²,55.826613,12.444478,Rudersdal Kommune
"Kattehalevej 2,  3460 Birkerød",https://www.boliga.dk/adresse/kattehalevej-2-3460-birkeroed-402663491,Landejendom med 4 værelser,17.600.000 kr.,4,393 m²,22.083 m²,55.853132,12.384205,Allerød Kommune
"Skovmosen 1,  3450 Allerød",https://www.boliga.dk/adresse/skovmosen-1-3450-alleroed-1996231271,Landejendom med 15 værelser,18.500.000 kr.,15,430 m²,27.146 m²,55.847244,12.344188,Allerød Kommune
"Kattegatvejen 76,  3390 Hundested",https://www.boliga.dk/adresse/kattegatvejen-76-3390-hundested-506515244,Fritidshus med 6 værelser,18.500.000 kr.,6,216 m²,Ejerudgift: 7.810 kr. / md.,55.98389,11.883068,Halsnæs Kommune
"Skovvej 71C,  2920 Charlottenlund",https://www.boliga.dk/adresse/skovvej-71c-2920-charlottenlund-689210775,Villa med 6 værelser,19.995.000 kr.,6,178 m²,2.223 m²,55.768686,12.547645,Gentofte Kommune
"Burskovvej 2,  5400 Bogense",https://www.boliga.dk/adresse/burskovvej-2-5400-bogense-1987906809,Landejendom med 30 værelser,40.000.000 kr.,30,1.600 m²,Ejerudgift: 12.551 kr. / md.,55.563822,10.145221,Nordfyns Kommune
"Græshedevej 74,  9800 Hjørring",https://www.boliga.dk/adresse/graeshedevej-74-9800-hjoerring-375298977,Helårsgrund,70.000 kr.,2.676 m²,Ejerudgift: 283 kr. / md.,,57.39864,9.975345,Hjørring Kommune
"Kongstedvej 3,  4293 Dianalund",https://www.boliga.dk/adresse/kongstedvej-3-4293-dianalund-1976057082,Helårsgrund,116.362 kr.,2.471 m²,,,55.557413,11.497291,Sorø Kommune
"Hobrovej 26, Roum,  9632 Møldrup",https://www.boliga.dk/adresse/hobrovej-26-9632-moeldrup-125224449,Helårsgrund,150.000 kr.,1.514 m²,Ejerudgift: 265 kr. / md.,,56.606788,9.551851,Viborg Kommune
"Ormstrupvej 8,  7500 Holstebro",https://www.boliga.dk/adresse/ormstrupvej-8-7500-holstebro-1529217300,Villa med 4 værelser,545.000 kr.,4,110 m²,1.741 m²,56.309953,8.527401,Holstebro Kommune
"Askildrupvej 23, St Brøndum,  9520 Skørping",https://www.boliga.dk/adresse/askildrupvej-23-st-9520-skoerping-2002055388,Villa med 12 værelser,625.000 kr.,12,194 m²,1.527 m²,56.845106,10.010093,Rebild Kommune
"Ålbækparken 134, Ålbæk,  7860 Spøttrup",https://www.boliga.dk/adresse/aalbaekparken-134-7860-spoettrup-2128691967,Fritidshus med 2 værelser,645.000 kr.,2,60 m²,Ejerudgift: 1.027 kr. / md.,56.62584,8.739961,Skive Kommune
"Lyngvejen 99, st.  nr. 26, Havneby,  6792 Rømø",https://www.boliga.dk/adresse/lyngvejen-99-st-26-6792-roemoe-1604506604,Fritidshus med 2 værelser,720.000 kr.,2,36 m²,Ejerudgift: 1.830 kr. / md.,,,
"V Vedsted Vej 129, Vester Vedsted,  6760 Ribe",https://www.boliga.dk/adresse/v-vedsted-vej-129-6760-ribe-1687298049,Villa med 5 værelser,745.000 kr.,5,126 m²,1.630 m²,,,
"Vorningvej 93, Vorning,  8830 Tjele",https://www.boliga.dk/adresse/vorningvej-93-8830-tjele-1865488167,Villa med 5 værelser,750.000 kr.,5,181 m²,2.704 m²,56.530643,9.725775,Viborg Kommune
"Nølev Byvej 24, Nølev,  8300 Odder",https://www.boliga.dk/adresse/noelev-byvej-24-8300-odder-768761742,Helårsgrund,795.000 kr.,1.760 m²,Ejerudgift: 773 kr. / md.,,55.9957,10.193786,Odder Kommune
"Udsigten 4+3, Sundby,  7950 Erslev",https://www.boliga.dk/adresse/udsigten-4--3-7950-erslev-1154834002,Villa med 7 værelser,795.000 kr.,7,190 m²,2.065 m²,,,
"Brinkevej 4A, Sandkås,  3770 Allinge",https://www.boliga.dk/adresse/brinkevej-4a-3770-allinge-2140552902,Fritidshus med 1 værelse,845.000 kr.,1,28 m²,Ejerudgift: 2.086 kr. / md.,55.256959,14.816667,Bornholms Regionskommune
"Tværbjerg 10, Halk,  6100 Haderslev",https://www.boliga.dk/adresse/tvaerbjerg-10-6100-haderslev-259955557,Villa med 6 værelser,895.000 kr.,6,184 m²,1.859 m²,55.203531,9.641348,Haderslev Kommune
"Nyborgvej 7, Sødinge,  5750 Ringe",https://www.boliga.dk/adresse/nyborgvej-7-5750-ringe-1301996187,Villa med 5 værelser,1.095.000 kr.,5,163 m²,1.791 m²,55.243136,10.493744,Faaborg-Midtfyn Kommune
"Vollerupvej 30, Gimlinge,  4200 Slagelse",https://www.boliga.dk/adresse/vollerupvej-30-4200-slagelse-1427961999,Villa med 3 værelser,1.095.000 kr.,3,161 m²,1.651 m²,55.324247,11.436972,Slagelse Kommune
"Adelvej 16, Højmark,  6940 Lem St",https://www.boliga.dk/adresse/adelvej-16-6940-lem-st-1459138542,Villa med 6 værelser,1.145.000 kr.,6,158 m²,5.870 m²,56.050637,8.411859,Ringkøbing-Skjern Kommune
"Tværvej 4,  6622 Bække",https://www.boliga.dk/adresse/tvaervej-4-6622-baekke-1945937596,Landejendom med 6 værelser,1.150.000 kr.,6,177 m²,21.112 m²,55.583979,9.15269,Vejen Kommune
"Nygade 2,  3782 Klemensker",https://www.boliga.dk/adresse/nygade-2-3782-klemensker-1337849742,Villa med 10 værelser,1.250.000 kr.,10,240 m²,2.095 m²,55.173778,14.802259,Bornholms Regionskommune
"Rylevej 9A, Gniben,  4583 Sjællands Odde",https://www.boliga.dk/adresse/rylevej-9a-4583-sjaellands-odde-725871262,Fritidshus med 4 værelser,1.295.000 kr.,4,62 m²,Ejerudgift: 2.028 kr. / md.,,,
"Thorlundvej 15, Thorlund,  7361 Ejstrupholm",https://www.boliga.dk/adresse/thorlundvej-15-7361-ejstrupholm-755791940,Villa med 7 værelser,1.295.000 kr.,7,228 m²,5.208 m²,55.973276,9.332708,Ikast-Brande Kommune
"Buchwaldsvej 22, Tommerup St,  5690 Tommerup",https://www.boliga.dk/adresse/buchwaldsvej-22-5690-tommerup-984635756,Villa med 5 værelser,1.345.000 kr.,5,137 m²,3.178 m²,,,
"Hvidbakvej 11,  9700 Brønderslev",https://www.boliga.dk/adresse/hvidbakvej-11-9700-broenderslev-298439398,Landejendom med 11 værelser,1.350.000 kr.,11,259 m²,18.733 m²,57.314158,10.011501,Brønderslev Kommune
"Falkevej 3,  9550 Mariager",https://www.boliga.dk/adresse/falkevej-3-9550-mariager-1858633539,Villa med 5 værelser,1.375.000 kr.,5,144 m²,4.325 m²,56.675132,10.058346,Mariagerfjord Kommune
"Udbyhøjvej 381, Lindbj-Tvede,  8930 Randers NØ",https://www.boliga.dk/adresse/udbyhoejvej-381-8930-randers-noe-1530463178,Villa med 4 værelser,1.395.000 kr.,4,163 m²,3.320 m²,,,
"Fasanvej 18+20,  7900 Nykøbing M",https://www.boliga.dk/adresse/fasanvej-18--20-7900-nykoebing-m-878301805,Villa med 5 værelser,1.495.000 kr.,5,131 m²,1.781 m²,56.7845597,8.852296,Morsø Kommune
"Torrildvej 3,  8660 Skanderborg",https://www.boliga.dk/adresse/torrildvej-3-8660-skanderborg-1605687868,Villa med 8 værelser,1.575.000 kr.,8,170 m²,3.026 m²,55.988264,10.023287,Skanderborg Kommune
"Øerkrogvejen 2 127,  8400 Ebeltoft",https://www.boliga.dk/adresse/oeerkrogvejen-2-127-8400-ebeltoft-965179631,Fritidshus med 3 værelser,1.595.000 kr.,3,63 m²,Ejerudgift: 3.338 kr. / md.,,,
"Fritidshaven 111,  2640 Hedehusene",https://www.boliga.dk/adresse/fritidshaven-111-2640-hedehusene-1652292924,Fritidshus med 2 værelser,1.595.000 kr.,2,50 m²,Ejerudgift: 549 kr. / md.,55.662676,12.204877,Høje-Taastrup Kommune
"Skovgyden 53, Ørritslev Skov,  5450 Otterup",https://www.boliga.dk/adresse/skovgyden-53-5450-otterup-610091132,Landejendom med 4 værelser,1.645.000 kr.,4,245 m²,57.627 m²,,,
"Glarbovej 1, Koster,  4780 Stege",https://www.boliga.dk/adresse/glarbovej-1-4780-stege-1447018437,Villa med 7 værelser,1.650.000 kr.,7,243 m²,5.270 m²,54.974823,12.191078,Vordingborg Kommune
"Blaksmarkvej 22,  6800 Varde",https://www.boliga.dk/adresse/blaksmarkvej-22-6800-varde-1438378014,Villa med 6 værelser,1.665.000 kr.,6,269 m²,5.698 m²,55.679333,8.475384,Varde Kommune
"Trehøjevej 74,  6973 Ørnhøj",https://www.boliga.dk/adresse/trehoejevej-74-6973-oernhoej-859701650,Landejendom med 6 værelser,1.685.000 kr.,6,170 m²,20.000 m²,56.191533,8.596228,Herning Kommune
"Karlsmindevej 60, Glimsholt,  9870 Sindal",https://www.boliga.dk/adresse/karlsmindevej-60-9870-sindal-601892535,Landejendom med 6 værelser,1.695.000 kr.,6,226 m²,23.703 m²,,,
"Koldingvej 670, Blaakærskov,  7100 Vejle",https://www.boliga.dk/adresse/koldingvej-670-7100-vejle-259201158,Villa med 2 værelser,1.695.000 kr.,2,117 m²,1.715 m²,,,
"Sønderskovvej 164,  9800 Hjørring",https://www.boliga.dk/adresse/soenderskovvej-164-9800-hjoerring-108997834,Villa med 4 værelser,1.695.000 kr.,4,134 m²,16.895 m²,57.444782,10.139393,Hjørring Kommune
"Nordstjernevej 21, Kilden,  9900 Frederikshavn",https://www.boliga.dk/adresse/nordstjernevej-21-9900-frederikshavn-232414856,Villa med 4 værelser,1.695.000 kr.,4,151 m²,1.557 m²,57.429404,10.478126,Frederikshavn Kommune
"Søndregårde 9, Øland,  9460 Brovst",https://www.boliga.dk/adresse/soendregaarde-9-9460-brovst-1449702624?e=2228110,Landejendom med 9 værelser,1.795.000 kr.,9,232 m²,6.235 m²,,,
"Jyllandsgade 5,  6520 Toftlund",https://www.boliga.dk/adresse/jyllandsgade-5-6520-toftlund-2025485850,Villa med 6 værelser,1.945.000 kr.,6,233 m²,2.840 m²,55.187761,9.072531,Tønder Kommune
"Østergårdsvej 17, Klint,  4500 Nykøbing Sj",https://www.boliga.dk/adresse/oestergaardsvej-17-4500-nykoebing-sj-431241196,Fritidshus med 3 værelser,1.995.000 kr.,3,66 m²,Ejerudgift: 2.219 kr. / md.,55.958127,11.589654,Odsherred Kommune
"Sporupvej 22,  8472 Sporup",https://www.boliga.dk/adresse/sporupvej-22-8472-sporup-335448115,Villa med 6 værelser,1.995.000 kr.,6,212 m²,12.219 m²,56.215536,9.825306,Favrskov Kommune
"Harridslevvej 6, Albæk,  8930 Randers NØ",https://www.boliga.dk/adresse/harridslevvej-6-8930-randers-noe-1191108161,Villa med 6 værelser,1.995.000 kr.,6,221 m²,2.105 m²,56.483341,10.158843,Randers Kommune
"Birkestien 16,  3300 Frederiksværk",https://www.boliga.dk/adresse/birkestien-16-3300-frederiksvaerk-1511414784,Fritidshus med 2 værelser,2.050.000 kr.,2,42 m²,Ejerudgift: 1.988 kr. / md.,56.016092,12.050576,Gribskov Kommune
"Blegen 4,  9560 Hadsund",https://www.boliga.dk/adresse/blegen-4-9560-hadsund-1575362481,Villa med 11 værelser,2.145.000 kr.,11,245 m²,1.684 m²,56.753273,10.292835,Mariagerfjord Kommune
"Vibeengen 1,  4550 Asnæs",https://www.boliga.dk/adresse/vibeengen-1-4550-asnaes-1311983450,Fritidshus med 4 værelser,2.195.000 kr.,4,80 m²,Ejerudgift: 1.754 kr. / md.,55.842539,11.504944,Odsherred Kommune
"Fogderup Bygade 14,  6372 Bylderup-Bov",https://www.boliga.dk/adresse/fogderup-bygade-14-6372-bylderup-bov-1431305654,Landejendom med 5 værelser,2.195.000 kr.,5,250 m²,22.119 m²,55.027962,9.183,Aabenraa Kommune
"Særkærparken 169,  7500 Holstebro",https://www.boliga.dk/adresse/saerkaerparken-169-7500-holstebro-2053317013,Villa med 5 værelser,2.195.000 kr.,5,163 m²,1.603 m²,56.382151,8.606008,Holstebro Kommune
"Viborgvej 255,  8920 Randers NV",https://www.boliga.dk/adresse/viborgvej-255-8920-randers-nv-923870996,Landejendom med 6 værelser,2.200.000 kr.,6,145 m²,66.100 m²,56.47567,9.922748,Randers Kommune
"Stavildvej 10,  8832 Skals",https://www.boliga.dk/adresse/stavildvej-10-8832-skals-1650202057,Fritidshus med 5 værelser,2.295.000 kr.,5,207 m²,Ejerudgift: 1.603 kr. / md.,56.575227,9.293888,Viborg Kommune
"Kløvervej 11,  4200 Slagelse",https://www.boliga.dk/adresse/kloevervej-11-4200-slagelse-779405400,Villa med 5 værelser,2.295.000 kr.,5,175 m²,2.677 m²,55.42158,11.382521,Slagelse Kommune
"Randersvej 112, Jeksen,  8362 Hørning",https://www.boliga.dk/adresse/randersvej-112-8362-hoerning-1840742551,Landejendom med 3 værelser,2.299.000 kr.,3,171 m²,20.000 m²,56.096416,9.971151,Skanderborg Kommune
"Skælskør Landevej 35, Slots Bjergby,  4200 Slagelse",https://www.boliga.dk/adresse/skaelskoer-landevej-35-4200-slagelse-1302661258,Villa med 6 værelser,2.495.000 kr.,6,190 m²,1.943 m²,55.361845,11.335002,Slagelse Kommune
"Gerå Engvej 51, st.,  9340 Asaa",https://www.boliga.dk/adresse/geraa-engvej-51-st-9340-asaa-3955419,Landejendom med 5 værelser,2.500.000 kr.,5,161 m²,Ejerudgift: 2.253 kr. / md.,,,
